lvl0,true,5,4
lvl1,true,13,9
lvl2,true,9,6
lvl3,true,31,22
lvl4,true,197,145
lvl5,true,131,111
lvl6,true,9,23
lvl7,true,24,44
lvl8,true,0,0
lvl9,false,0,0
lvl10,false,0,0
lvl11,false,0,0
